,title,devanagari,verse_text,verse_text_no_samdhis
96,2.51,"कर्मजं बुद्धियुक्ता हि फलं त्यक्त्वा मनीषिणः ।
जन्मबन्धविनिर्मुक्ताः पदं गच्छन्त्यनामयम् ॥ २.५१ ॥","karma-jaṁ buddhi-yuktā hi
phalaṁ tyaktvā manīṣiṇaḥ
janma-bandha-vinirmuktāḥ
padaṁ gacchanty anāmayam",karma jam buddhi yuktāḥ hi phalam tyaktvā manīṣiṇaḥ janma bandha vinirmuktāḥ padam gacchanti anāmayam
97,2.52,"यदा ते मोहकलिलं बुद्धिर्व्यतितरिष्यति ।
तदा गन्तासि निर्वेदं श्रोतव्यस्य श्रुतस्य च ॥ २.५२ ॥","yadā te moha-kalilaṁ
buddhir vyatitariṣyati
tadā gantāsi nirvedaṁ
śrotavyasya śrutasya ca",yadā te moha kalilam buddhiḥ vyatitariṣyati tadā gantā asi nirvedam śrotavyasya śrutasya ca
98,2.53,"श्रुतिविप्रतिपन्ना ते यदा स्थास्यति निश्चला ।
समाधावचला बुद्धिस्तदा योगमवाप्स्यसि ॥ २.५३ ॥","śruti-vipratipannā te
yadā sthāsyati niścalā
samādhāv acalā buddhis
tadā yogam avāpsyasi",śruti vipratipannā te yadā sthāsyati niścalā samādhau acalā buddhiḥ tadā yogam avāpsyasi
99,2.54,"अर्जुन उवाच ।
स्थितप्रज्ञस्य का भाषा समाधिस्थस्य केशव
स्थितधीः किं प्रभाषेत किमासीत व्रजेत किम् ॥ २.५४ ॥","arjuna uvāca
sthita-prajñasya kā bhāṣā
samādhi-sthasya keśava
sthita-dhīḥ kiṁ prabhāṣeta
kim āsīta vrajeta kim",arjunaḥ uvāca sthita prajñasya kā bhāṣā samādhi sthasya keśava sthita dhīḥ kim prabhāṣeta kim āsīta vrajeta kim
100,2.55,"श्रीभगवानुवाच ।
प्रजहाति यदा कामान्सर्वान्पार्थ मनोगतान्
आत्मन्येवात्मना तुष्टः स्थितप्रज्ञस्तदोच्यते ॥ २.५५ ॥","śrī-bhagavān uvāca
prajahāti yadā kāmān
sarvān pārtha mano-gatān
ātmany evātmanā tuṣṭaḥ
sthita-prajñas tadocyate",śrī bhagavān uvāca prajahāti yadā kāmān sarvān pārtha manaḥ gatān ātmani eva ātmanā tuṣṭaḥ sthita prajñaḥ tadā ucyate
101,2.56,"दुःखेष्वनुद्विग्नमनाः सुखेषु विगतस्पृहः ।
वीतरागभयक्रोधः स्थितधीर्मुनिरुच्यते ॥ २.५६ ॥","duḥkheṣv anudvigna-manāḥ
sukheṣu vigata-spṛhaḥ
vīta-rāga-bhaya-krodhaḥ
sthita-dhīr munir ucyate",duḥkheṣu anudvigna manāḥ sukheṣu vigata spṛhaḥ vīta rāga bhaya krodhaḥ sthita dhīḥ muniḥ ucyate
102,2.57,"यः सर्वत्रानभिस्नेहस्तत्तत्प्राप्य शुभाशुभम् ।
नाभिनन्दति न द्वेष्टि तस्य प्रज्ञा प्रतिष्ठिता ॥ २.५७ ॥","yaḥ sarvatrānabhisnehas
tat tat prāpya śubhāśubham
nābhinandati na dveṣṭi
tasya prajñā pratiṣṭhitā",yaḥ sarvatra anabhisnehaḥ tat tat prāpya śubha aśubham na abhinandati na dveṣṭi tasya prajñā pratiṣṭhitā
103,2.58,"यदा संहरते चायं कूर्मोऽङ्गानीव सर्वशः ।
इन्द्रियाणीन्द्रियार्थेभ्यस्तस्य प्रज्ञा प्रतिष्ठिता ॥ २.५८ ॥","yadā saṁharate cāyaṁ
kūrmo ’ṅgānīva sarvaśaḥ
indriyāṇīndriyārthebhyas
tasya prajñā pratiṣṭhitā",yadā saṁharate ca ayam kūrmaḥ aṅgāni iva sarvaśaḥ indriyāṇi indriya arthebhyaḥ tasya prajñā pratiṣṭhitā
104,2.59,"विषया विनिवर्तन्ते निराहारस्य देहिनः ।
रसवर्जं रसोऽप्यस्य परं दृष्ट्वा निवर्तते ॥ २.५९ ॥","viṣayā vinivartante
nirāhārasya dehinaḥ
rasa-varjaṁ raso ’py asya 
paraṁ dṛṣṭvā nivartate",viṣayāḥ vinivartante nirāhārasya dehinaḥ rasa varjam rasaḥ api asya param dṛṣṭvā nivartate
105,2.60,"यततो ह्यपि कौन्तेय पुरुषस्य विपश्चितः ।
इन्द्रियाणि प्रमाथीनि हरन्ति प्रसभं मनः ॥ २.६० ॥","yatato hy api kaunteya
puruṣasya vipaścitaḥ
indriyāṇi pramāthīni
haranti prasabhaṁ manaḥ",yatataḥ hi api kaunteya puruṣasya vipaścitaḥ indriyāṇi pramāthīni haranti prasabham manaḥ
106,2.61,"तानि सर्वाणि संयम्य युक्त आसीत मत्परः ।
वशे हि यस्येन्द्रियाणि तस्य प्रज्ञा प्रतिष्ठिता ॥ २.६१ ॥","tāni sarvāṇi saṁyamya
yukta āsīta mat-paraḥ
vaśe hi yasyendriyāṇi
tasya prajñā pratiṣṭhitā",tāni sarvāṇi saṁyamya yuktaḥ āsīta mat paraḥ vaśe hi yasya indriyāṇi tasya prajñā pratiṣṭhitā
107,2.62,"ध्यायतो विषयान्पुंसः सङ्गस्तेषूपजायते ।
सङ्गात्संजायते कामः कामात्क्रोधोऽभिजायते ॥ २.६२ ॥","dhyāyato viṣayān puṁsaḥ
saṅgas teṣūpajāyate
saṅgāt sañjāyate kāmaḥ
kāmāt krodho ’bhijāyate",dhyāyataḥ viṣayān puṁsaḥ saṅgaḥ teṣu upajāyate saṅgāt sañjāyate kāmaḥ kāmāt krodhaḥ abhijāyate
108,2.63,"क्रोधाद्भवति संमोहः संमोहात्स्मृतिविभ्रमः ।
स्मृतिभ्रंशाद्बुद्धिनाशो बुद्धिनाशात्प्रणश्यति ॥ २.६३ ॥","krodhād bhavati sammohaḥ
sammohāt smṛti-vibhramaḥ
smṛti-bhraṁśād buddhi-nāśo
buddhi-nāśāt praṇaśyati",krodhāt bhavati sammohaḥ sammohāt smṛti vibhramaḥ smṛti bhraṁśāt buddhi nāśaḥ buddhi nāśāt praṇaśyati
109,2.64,"रागद्वेषवियुक्तैस्तु विषयानिन्द्रियैश्चरन् ।
आत्मवश्यैर्विधेयात्मा प्रसादमधिगच्छति ॥ २.६४ ॥","rāga-dveṣa-vimuktais tu
viṣayān indriyaiś caran
ātma-vaśyair vidheyātmā
prasādam adhigacchati",rāga dveṣa vimuktaiḥ tu viṣayān indriyaiḥ caran ātma vaśyaiḥ vidheya ātmā prasādam adhigacchati
110,2.65,"प्रसादे सर्वदुःखानां हानिरस्योपजायते ।
प्रसन्नचेतसो ह्याशु बुद्धिः पर्यवतिष्ठते ॥ २.६५ ॥","prasāde sarva-duḥkhānāṁ
hānir asyopajāyate
prasanna-cetaso hy āśu
buddhiḥ paryavatiṣṭhate",prasāde sarva duḥkhānām hāniḥ asya upajāyate prasanna cetasaḥ hi āśu buddhiḥ pari avatiṣṭhate
111,2.66,"नास्ति बुद्धिरयुक्तस्य न चायुक्तस्य भावना ।
न चाभावयतः शान्तिरशान्तस्य कुतः सुखम् ॥ २.६६ ॥","nāsti buddhir ayuktasya
na cāyuktasya bhāvanā
na cābhāvayataḥ śāntir
aśāntasya kutaḥ sukham",na asti buddhiḥ ayuktasya na ca ayuktasya bhāvanā na ca abhāvayataḥ śāntiḥ aśāntasya kutaḥ sukham
112,2.67,"इन्द्रियाणां हि चरतां यन्मनोऽनु विधीयते ।
तदस्य हरति प्रज्ञां वायुर्नावमिवाम्भसि ॥ २.६७ ॥","indriyāṇāṁ hi caratāṁ
yan mano ’nuvidhīyate
tad asya harati prajñāṁ
vāyur nāvam ivāmbhasi",indriyāṇām hi caratām yat manaḥ anuvidhīyate tat asya harati prajñām vāyuḥ nāvam iva ambhasi
113,2.68,"तस्माद्यस्य महाबाहो निगृहीतानि सर्वशः ।
इन्द्रियाणीन्द्रियार्थेभ्यस्तस्य प्रज्ञा प्रतिष्ठिता ॥ २.६८ ॥","tasmād yasya mahā-bāho
nigṛhītāni sarvaśaḥ
indriyāṇīndriyārthebhyas
tasya prajñā pratiṣṭhitā",tasmāt yasya mahā bāho nigṛhītāni sarvaśaḥ indriyāṇi indriya arthebhyaḥ tasya prajñā pratiṣṭhitā
114,2.69,"या निशा सर्वभूतानां तस्यां जागर्ति संयमी ।
यस्यां जाग्रति भूतानि सा निशा पश्यतो मुनेः ॥ २.६९ ॥","yā niśā sarva-bhūtānāṁ
tasyāṁ jāgarti saṁyamī
yasyāṁ jāgrati bhūtāni
sā niśā paśyato muneḥ",yā niśā sarva bhūtānām tasyām jāgarti saṁyamī yasyām jāgrati bhūtāni sā niśā paśyataḥ muneḥ
115,2.70,"आपूर्यमाणमचलप्रतिष्ठं समुद्रमापः प्रविशन्ति यद्वत् ।
तद्वत्कामा यं प्रविशन्ति सर्वे स शान्तिमाप्नोति न कामकामी ॥ २.७० ॥","āpūryamāṇam acala-pratiṣṭhaṁ
samudram āpaḥ praviśanti yadvat
tadvat kāmā yaṁ praviśanti sarve
sa śāntim āpnoti na kāma-kāmī",āpūryamāṇam acala pratiṣṭham samudram āpaḥ praviśanti yadvat tadvat kāmāḥ yam praviśanti sarve saḥ śāntim āpnoti na kāma kāmī
116,2.71,"विहाय कामान्यः सर्वान् पुमांश्चरति निःस्पृहः ।
निर्ममो निरहंकारः स शान्तिमधिगच्छति ॥ २.७१ ॥","vihāya kāmān yaḥ sarvān
pumāṁś carati niḥspṛhaḥ
nirmamo nirahaṅkāraḥ
sa śāntim adhigacchati",vihāya kāmān yaḥ sarvān pumān carati niḥspṛhaḥ nirmamaḥ nirahaṅkāraḥ saḥ śāntim adhigacchati
117,2.72,"एषा ब्राह्मी स्थितिः पार्थ नैनां प्राप्य विमुह्यति ।
स्थित्वास्यामन्तकालेऽपि ब्रह्मनिर्वाणमृच्छति ॥ २.७२ ॥","eṣā brāhmī sthitiḥ pārtha
naināṁ prāpya vimuhyati
sthitvāsyām anta-kāle ’pi
brahma-nirvāṇam ṛcchati",eṣā brāhmī sthitiḥ pārtha na enām prāpya vimuhyati sthitvā asyām anta kāle api brahma nirvāṇam ṛcchati
118,3.1,"अर्जुन उवाच ।
ज्यायसी चेत्कर्मणस्ते मता बुद्धिर्जनार्दन
तत्किं कर्मणि घोरे मां नियोजयसि केशव ॥ ३.१ ॥","arjuna uvāca
jyāyasī cet karmaṇas te
matā buddhir janārdana
tat kiṁ karmaṇi ghore māṁ
niyojayasi keśava",arjunaḥ uvāca jyāyasī cet karmaṇaḥ te matā buddhiḥ janārdana tat kim karmaṇi ghore mām niyojayasi keśava
119,3.2,"व्यामिश्रेणेव वाक्येन बुद्धिं मोहयसीव मे ।
तदेकं वद निश्चित्य येन श्रेयोऽहमाप्नुयाम् ॥ ३.२ ॥","vyāmiśreṇeva vākyena
buddhiṁ mohayasīva me
tad ekaṁ vada niścitya
yena śreyo ’ham āpnuyām",vyāmiśreṇa iva vākyena buddhim mohayasi iva me tat ekam vada niścitya yena śreyaḥ aham āpnuyām
120,3.3,"श्रीभगवानुवाच ।
लोकेऽस्मिन्द्विविधा निष्ठा पुरा प्रोक्ता मयानघ
ज्ञानयोगेन सांख्यानां कर्मयोगेन योगिनाम् ॥ ३.३ ॥","śrī-bhagavān uvāca
loke ’smin dvi-vidhā niṣṭhā
purā proktā mayānagha
jñāna-yogena sāṅkhyānāṁ
karma-yogena yoginām",śrī bhagavān uvāca loke asmin dvi vidhā niṣṭhā purā proktā mayā anagha jñāna yogena sāṅkhyānām karma yogena yoginām
121,3.4,"न कर्मणामनारम्भान्नैष्कर्म्यं पुरुषोऽश्नुते ।
न च संन्यसनादेव सिद्धिं समधिगच्छति ॥ ३.४ ॥","na karmaṇām anārambhān
naiṣkarmyaṁ puruṣo ’śnute
na ca sannyasanād eva
siddhiṁ samadhigacchati",na karmaṇām anārambhāt naiṣkarmyam puruṣaḥ aśnute na ca sannyasanāt eva siddhim samadhigacchati
122,3.5,"न हि कश्चित्क्षणमपि जातु तिष्ठत्यकर्मकृत् ।
कार्यते ह्यवशः कर्म सर्वः प्रकृतिजैर्गुणैः ॥ ३.५ ॥","na hi kaścit kṣaṇam api
jātu tiṣṭhaty akarma-kṛt
kāryate hy avaśaḥ karma
sarvaḥ prakṛti-jair guṇaiḥ",na hi kaścit kṣaṇam api jātu tiṣṭhati akarma kṛt kāryate hi avaśaḥ karma sarvaḥ prakṛti jaiḥ guṇaiḥ
123,3.6,"कर्मेन्द्रियाणि संयम्य य आस्ते मनसा स्मरन् ।
इन्द्रियार्थान्विमूढात्मा मिथ्याचारः स उच्यते ॥ ३.६ ॥","karmendriyāṇi saṁyamya
ya āste manasā smaran
indriyārthān vimūḍhātmā
mithyācāraḥ sa ucyate",karma indriyāṇi saṁyamya yaḥ āste manasā smaran indriya arthān vimūḍha ātmā mithyā ācāraḥ saḥ ucyate
124,3.7,"यस्त्विन्द्रियाणि मनसा नियम्यारभतेऽर्जुन ।
कर्मेन्द्रियैः कर्मयोगमसक्तः स विशिष्यते ॥ ३.७ ॥","yas tv indriyāṇi manasā
niyamyārabhate ’rjuna
karmendriyaiḥ karma-yogam
asaktaḥ sa viśiṣyate",yaḥ tu indriyāṇi manasā niyamya ārabhate arjuna karma indriyaiḥ karma yogam asaktaḥ saḥ viśiṣyate
125,3.8,"नियतं कुरु कर्म त्वं कर्म ज्यायो ह्यकर्मणः ।
शरीरयात्रापि च ते न प्रसिद्ध्येदकर्मणः ॥ ३.८ ॥","niyataṁ kuru karma tvaṁ
karma jyāyo hy akarmaṇaḥ
śarīra-yātrāpi ca te
na prasidhyed akarmaṇaḥ",niyatam kuru karma tvam karma jyāyaḥ hi akarmaṇaḥ śarīra yātrā api ca te na prasidhyet akarmaṇaḥ
126,3.9,"यज्ञार्थात्कर्मणोऽन्यत्र लोकोऽयं कर्मबन्धनः ।
तदर्थं कर्म कौन्तेय मुक्तसङ्गः समाचर ॥ ३.९ ॥","yajñārthāt karmaṇo ’nyatra
loko ’yaṁ karma-bandhanaḥ
tad-arthaṁ karma kaunteya
mukta-saṅgaḥ samācara",yajña arthāt karmaṇaḥ anyatra lokaḥ ayam karma bandhanaḥ tat artham karma kaunteya mukta saṅgaḥ samācara
127,3.1,"सहयज्ञाः प्रजाः सृष्ट्वा पुरोवाच प्रजापतिः ।
अनेन प्रसविष्यध्वमेष वोऽस्त्विष्टकामधुक् ॥ ३.१० ॥","saha-yajñāḥ prajāḥ sṛṣṭvā
purovāca prajāpatiḥ
anena prasaviṣyadhvam
eṣa vo ’stv iṣṭa-kāma-dhuk",saha yajñāḥ prajāḥ sṛṣṭvā purā uvāca prajā patiḥ anena prasaviṣyadhvam eṣaḥ vaḥ astu iṣṭa kāma dhuk
128,3.11,"देवान्भावयतानेन ते देवा भावयन्तु वः ।
परस्परं भावयन्तः श्रेयः परमवाप्स्यथ ॥ ३.११ ॥","devān bhāvayatānena
te devā bhāvayantu vaḥ
parasparaṁ bhāvayantaḥ
śreyaḥ param avāpsyatha",devān bhāvayatā anena te devāḥ bhāvayantu vaḥ parasparam bhāvayantaḥ śreyaḥ param avāpsyatha
129,3.12,"इष्टान्भोगान्हि वो देवा दास्यन्ते यज्ञभाविताः ।
तैर्दत्तानप्रदायैभ्यो यो भुङ्क्ते स्तेन एव सः ॥ ३.१२ ॥","iṣṭān bhogān hi vo devā
dāsyante yajña-bhāvitāḥ
tair dattān apradāyaibhyo
yo bhuṅkte stena eva saḥ",iṣṭān bhogān hi vaḥ devāḥ dāsyante yajña bhāvitāḥ taiḥ dattān apradāya ebhyaḥ yaḥ bhuṅkte stenaḥ eva saḥ
130,3.13,"यज्ञशिष्टाशिनः सन्तो मुच्यन्ते सर्वकिल्बिषैः ।
भुञ्जते ते त्वघं पापा ये पचन्त्यात्मकारणात् ॥ ३.१३ ॥","yajña-śiṣṭāśinaḥ santo
mucyante sarva-kilbiṣaiḥ
bhuñjate te tv aghaṁ pāpā
ye pacanty ātma-kāraṇāt",yajña śiṣṭa aśinaḥ santaḥ mucyante sarva kilbiṣaiḥ bhuñjate te tu agham pāpāḥ ye pacanti ātma kāraṇāt
131,3.14,"अन्नाद्भवन्ति भूतानि पर्जन्यादन्नसम्भवः ।
यज्ञाद्भवति पर्जन्यो यज्ञः कर्मसमुद्भवः ॥ ३.१४ ॥","annād bhavanti bhūtāni
parjanyād anna-sambhavaḥ
yajñād bhavati parjanyo
yajñaḥ karma-samudbhavaḥ",annāt bhavanti bhūtāni parjanyāt anna sambhavaḥ yajñāt bhavati parjanyaḥ yajñaḥ karma samudbhavaḥ
132,3.15,"कर्म ब्रह्मोद्भवं विद्धि ब्रह्माक्षरसमुद्भवम् ।
तस्मात्सर्वगतं ब्रह्म नित्यं यज्ञे प्रतिष्ठितम् ॥ ३.१५ ॥","karma brahmodbhavaṁ viddhi
brahmākṣara-samudbhavam
tasmāt sarva-gataṁ brahma
nityaṁ yajñe pratiṣṭhitam",karma brahma udbhavam viddhi brahma akṣara samudbhavam tasmāt sarva gatam brahma nityam yajñe pratiṣṭhitam
133,3.16,"एवं प्रवर्तितं चक्रं नानुवर्तयतीह यः ।
अघायुरिन्द्रियारामो मोघं पार्थ स जीवति ॥ ३.१६ ॥","evaṁ pravartitaṁ cakraṁ
nānuvartayatīha yaḥ
aghāyur indriyārāmo
moghaṁ pārtha sa jīvati",evam pravartitam cakram na anuvartayati iha yaḥ agha āyuḥ indriya ārāmaḥ mogham pārtha saḥ jīvati
134,3.17,"यस्त्वात्मरतिरेव स्यादात्मतृप्तश्च मानवः ।
आत्मन्येव च सन्तुष्टस्तस्य कार्यं न विद्यते ॥ ३.१७ ॥","yas tv ātma-ratir eva syād
ātma-tṛptaś ca mānavaḥ
ātmany eva ca santuṣṭas
tasya kāryaṁ na vidyate",yaḥ tu ātma ratiḥ eva syāt ātma tṛptaḥ ca mānavaḥ ātmani eva ca santuṣṭaḥ tasya kāryam na vidyate
135,3.18,"नैव तस्य कृतेनार्थो नाकृतेनेह कश्चन ।
न चास्य सर्वभूतेषु कश्चिदर्थव्यपाश्रयः ॥ ३.१८ ॥","naiva tasya kṛtenārtho
nākṛteneha kaścana
na cāsya sarva-bhūteṣu
kaścid artha-vyapāśrayaḥ",na eva tasya kṛtena arthaḥ na akṛtena iha kaścana na ca asya sarva bhūteṣu kaścit artha vyapāśrayaḥ
136,3.19,"तस्मादसक्तः सततं कार्यं कर्म समाचर ।
असक्तो ह्याचरन्कर्म परमाप्नोति पूरुषः ॥ ३.१९ ॥","tasmād asaktaḥ satataṁ
kāryaṁ karma samācara
asakto hy ācaran karma
param āpnoti pūruṣaḥ",tasmāt asaktaḥ satatam kāryam karma samācara asaktaḥ hi ācaran karma param āpnoti pūruṣaḥ
137,3.2,"कर्मणैव हि संसिद्धिमास्थिता जनकादयः ।
लोकसंग्रहमेवापि संपश्यन्कर्तुमर्हसि ॥ ३.२० ॥","karmaṇaiva hi saṁsiddhim
āsthitā janakādayaḥ
loka-saṅgraham evāpi
sampaśyan kartum arhasi",karmaṇā eva hi saṁsiddhim āsthitāḥ janaka ādayaḥ loka saṅgraham eva api sampaśyan kartum arhasi
138,3.21,"यद्यदाचरति श्रेष्ठस्तत्तदेवेतरो जनः ।
स यत्प्रमाणं कुरुते लोकस्तदनुवर्तते ॥ ३.२१ ॥","yad yad ācarati śreṣṭhas
tat tad evetaro janaḥ
sa yat pramāṇaṁ kurute
lokas tad anuvartate",yat yat ācarati śreṣṭhaḥ tat tat eva itaraḥ janaḥ saḥ yat pramāṇam kurute lokaḥ tat anuvartate
139,3.22,"न मे पार्थास्ति कर्तव्यं त्रिषु लोकेषु किंचन ।
नानवाप्तमवाप्तव्यं वर्त एव च कर्मणि ॥ ३.२२ ॥","na me pārthāsti kartavyaṁ
triṣu lokeṣu kiñcana
nānavāptam avāptavyaṁ
varta eva ca karmaṇi",na me pārtha asti kartavyam triṣu lokeṣu kiñcana na anavāptam avāptavyam varte eva ca karmaṇi
140,3.23,"यदि ह्यहं न वर्तेयं जातु कर्मण्यतन्द्रितः ।
मम वर्त्मानुवर्तन्ते मनुष्याः पार्थ सर्वशः ॥ ३.२३ ॥","yadi hy ahaṁ na varteyaṁ
jātu karmaṇy atandritaḥ
mama vartmānuvartante
manuṣyāḥ pārtha sarvaśaḥ",yadi hi aham na varteyam jātu karmaṇi atandritaḥ mama vartma anuvartante manuṣyāḥ pārtha sarvaśaḥ
141,3.24,"उत्सीदेयुरिमे लोका न कुर्यां कर्म चेदहम् ।
संकरस्य च कर्ता स्यामुपहन्यामिमाः प्रजाः ॥ ३.२४ ॥","utsīdeyur ime lokā
na kuryāṁ karma ced aham
saṅkarasya ca kartā syām
upahanyām imāḥ prajāḥ",utsīdeyuḥ ime lokāḥ na kuryām karma cet aham saṅkarasya ca kartā syām upahanyām imāḥ prajāḥ
142,3.25,"सक्ताः कर्मण्यविद्वांसो यथा कुर्वन्ति भारत ।
कुर्याद्विद्वांस्तथासक्तश्चिकीर्षुर्लोकसंग्रहम् ॥ ३.२५ ॥","saktāḥ karmaṇy avidvāṁso
yathā kurvanti bhārata
kuryād vidvāṁs tathāsaktaś
cikīrṣur loka-saṅgraham",saktāḥ karmaṇi avidvāṁsaḥ yathā kurvanti bhārata kuryāt vidvān tathā asaktaḥ cikīrṣuḥ loka saṅgraham
143,3.26,"न बुद्धिभेदं जनयेदज्ञानां कर्मसङ्गिनाम् ।
जोषयेत्सर्वकर्माणि विद्वान्युक्तः समाचरन् ॥ ३.२६ ॥","na buddhi-bhedaṁ janayed
ajñānāṁ karma-saṅginām
joṣayet sarva-karmāṇi
vidvān yuktaḥ samācaran",na buddhi bhedam janayet ajñānām karma saṅginām joṣayet sarva karmāṇi vidvān yuktaḥ samācaran
144,3.27,"प्रकृतेः क्रियमाणानि गुणैः कर्माणि सर्वशः ।
अहंकारविमूढात्मा कर्ताहमिति मन्यते ॥ ३.२७ ॥","prakṛteḥ kriyamāṇāni
guṇaiḥ karmāṇi sarvaśaḥ
ahaṅkāra-vimūḍhātmā
kartāham iti manyate",prakṛteḥ kriyamāṇāni guṇaiḥ karmāṇi sarvaśaḥ ahaṅkāra vimūḍha ātmā kartā aham iti manyate
145,3.28,"तत्त्ववित्तु महाबाहो गुणकर्मविभागयोः ।
गुणा गुणेषु वर्तन्त इति मत्वा न सज्जते ॥ ३.२८ ॥","tattva-vit tu mahā-bāho
guṇa-karma-vibhāgayoḥ
guṇā guṇeṣu vartanta
iti matvā na sajjate",tattva vit tu mahā bāho guṇa karma vibhāgayoḥ guṇāḥ guṇeṣu vartante iti matvā na sajjate
146,3.29,"प्रकृतेर्गुणसंमूढाः सज्जन्ते गुणकर्मसु ।
तानकृत्स्नविदो मन्दान्कृत्स्नविन्न विचालयेत् ॥ ३.२९ ॥","prakṛter guṇa-sammūḍhāḥ
sajjante guṇa-karmasu
tān akṛtsna-vido mandān
kṛtsna-vin na vicālayet",prakṛteḥ guṇa sammūḍhāḥ sajjante guṇa karmasu tān akṛtsna vidaḥ mandān kṛtsna vit na vicālayet
147,3.3,"मयि सर्वाणि कर्माणि संन्यस्याध्यात्मचेतसा ।
निराशीर्निर्ममो भूत्वा युध्यस्व विगतज्वरः ॥ ३.३० ॥","mayi sarvāṇi karmāṇi
sannyasyādhyātma-cetasā
nirāśīr nirmamo bhūtvā
yudhyasva vigata-jvaraḥ",mayi sarvāṇi karmāṇi sannyasya adhyātma cetasā nirāśīḥ nirmamaḥ bhūtvā yudhyasva vigata jvaraḥ
148,3.31,"ये मे मतमिदं नित्यमनुतिष्ठन्ति मानवाः ।
श्रद्धावन्तोऽनसूयन्तो मुच्यन्ते तेऽपि कर्मभिः ॥ ३.३१ ॥","ye me matam idaṁ nityam
anutiṣṭhanti mānavāḥ
śraddhāvanto ’nasūyanto
mucyante te ’pi karmabhiḥ",ye me matam idam nityam anutiṣṭhanti mānavāḥ śraddhā vantaḥ anasūyantaḥ mucyante te api karmabhiḥ
149,3.32,"ये त्वेतदभ्यसूयन्तो नानुतिष्ठन्ति मे मतम् ।
सर्वज्ञानविमूढांस्तान्विद्धि नष्टानचेतसः ॥ ३.३२ ॥","ye tv etad abhyasūyanto
nānutiṣṭhanti me matam
sarva-jñāna-vimūḍhāṁs tān
viddhi naṣṭān acetasaḥ",ye tu etat abhyasūyantaḥ na anutiṣṭhanti me matam sarva jñāna vimūḍhān tān viddhi naṣṭān acetasaḥ
150,3.33,"सदृशं चेष्टते स्वस्याः प्रकृतेर्ज्ञानवानपि ।
प्रकृतिं यान्ति भूतानि निग्रहः किं करिष्यति ॥ ३.३३ ॥","sadṛśaṁ ceṣṭate svasyāḥ
prakṛter jñānavān api
prakṛtiṁ yānti bhūtāni
nigrahaḥ kiṁ kariṣyati",sadṛśam ceṣṭate svasyāḥ prakṛteḥ jñāna vān api prakṛtim yānti bhūtāni nigrahaḥ kim kariṣyati
151,3.34,"इन्द्रियस्येन्द्रियस्यार्थे रागद्वेषौ व्यवस्थितौ ।
तयोर्न वशमागच्छेत्तौ ह्यस्य परिपन्थिनौ ॥ ३.३४ ॥","indriyasyendriyasyārthe
rāga-dveṣau vyavasthitau
tayor na vaśam āgacchet
tau hy asya paripanthinau",indriyasya indriyasya arthe rāga dveṣau vyavasthitau tayoḥ na vaśam āgacchet tau hi asya paripanthinau
152,3.35,"श्रेयान्स्वधर्मो विगुणः परधर्मात्स्वनुष्ठितात् ।
स्वधर्मे निधनं श्रेयः परधर्मो भयावहः ॥ ३.३५ ॥","śreyān sva-dharmo viguṇaḥ
para-dharmāt sv-anuṣṭhitāt
sva-dharme nidhanaṁ śreyaḥ
para-dharmo bhayāvahaḥ",śreyān sva dharmaḥ viguṇaḥ para dharmāt su anuṣṭhitāt sva dharme nidhanam śreyaḥ para dharmaḥ bhaya āvahaḥ
153,3.36,"अर्जुन उवाच ।
अथ केन प्रयुक्तोऽयं पापं चरति पूरुषः
अनिच्छन्नपि वार्ष्णेय बलादिव नियोजितः ॥ ३.३६ ॥","arjuna uvāca
atha kena prayukto ’yaṁ
pāpaṁ carati pūruṣaḥ
anicchann api vārṣṇeya
balād iva niyojitaḥ",arjunaḥ uvāca atha kena prayuktaḥ ayam pāpam carati pūruṣaḥ anicchan api vārṣṇeya balāt iva niyojitaḥ
154,3.37,"श्रीभगवानुवाच ।
काम एष क्रोध एष रजोगुणसमुद्भवः
महाशनो महापाप्मा विद्ध्येनमिह वैरिणम् ॥ ३.३७ ॥","śrī-bhagavān uvāca
kāma eṣa krodha eṣa
rajo-guṇa-samudbhavaḥ
mahāśano mahā-pāpmā
viddhy enam iha vairiṇam",śri bhagavān uvāca kāmaḥ eṣaḥ krodhaḥ eṣaḥ rajaḥ guṇa samudbhavaḥ mahā aśanaḥ mahā pāpmā viddhi enam iha vairiṇam
155,3.38,"धूमेनाव्रियते वह्निर्यथादर्शो मलेन च ।
यथोल्बेनावृतो गर्भस्तथा तेनेदमावृतम् ॥ ३.३८ ॥","dhūmenāvriyate vahnir
yathādarśo malena ca
yatholbenāvṛto garbhas
tathā tenedam āvṛtam",dhūmena āvriyate vahniḥ yathā ādarśaḥ malena ca yathā ulbena āvṛtaḥ garbhaḥ tathā tena idam āvṛtam
156,3.39,"आवृतं ज्ञानमेतेन ज्ञानिनो नित्यवैरिणा ।
कामरूपेण कौन्तेय दुष्पूरेणानलेन च ॥ ३.३९ ॥","āvṛtaṁ jñānam etena
jñānino nitya-vairiṇā
kāma-rūpeṇa kaunteya
duṣpūreṇānalena ca",āvṛtam jñānam etena jñāninaḥ nitya vairiṇā kāma rūpeṇa kaunteya duṣpūreṇa analena ca
